"source_transaction_id","coverage_code","limits","deductable","per_occurance","premium","created_date"
"472287438_0","08",1000000,,1000000,150.00,
"472287439_0","08",1000000,,1000000,150.00,
"472287440_0","08",1000000,,1000000,150.00,
"472287441_0","08",1000000,,1000000,150.00,
"472287442_0","08",1000000,,1000000,150.00,
"472287443_0","08",1000000,,1000000,150.00,
"472287444_0","08",1000000,,1000000,150.00,
"472287445_0","08",1000000,,1000000,150.00,
"472287446_0","08",1000000,,1000000,150.00,
"472287447_0","08",1000000,,1000000,150.00,
"472287448_0","08",1000000,,1000000,150.00,
"472287449_0","08",1000000,,1000000,150.00,
"472287450_0","08",1000000,,1000000,150.00,
"472287451_0","08",1000000,,1000000,150.00,
"472287452_0","08",1000000,,1000000,150.00,
"472287453_0","08",1000000,,1000000,150.00,
"472287454_0","08",1000000,,1000000,150.00,
"472287455_0","08",1000000,,1000000,150.00,
"472287456_0","08",1000000,,1000000,150.00,
"472287457_0","08",1000000,,1000000,150.00,
"472287458_0","08",1000000,,1000000,150.00,
"472287459_423978226","08",1000000,,1000000,150.00,
"472287460_0","08",1000000,,1000000,150.00,
"472287461_0","08",1000000,,1000000,150.00,
"472287462_0","08",1000000,,1000000,150.00,
"472287463_0","08",1000000,,1000000,150.00,
"472287464_0","08",1000000,,1000000,150.00,
"472287465_0","08",1000000,,1000000,150.00,
"472287466_0","08",1000000,,1000000,150.00,
"472287467_0","08",1000000,,1000000,150.00,
"472287468_0","08",1000000,,1000000,150.00,
"472287469_0","08",1000000,,1000000,150.00,
"472287470_0","08",1000000,,1000000,150.00,
"472287471_0","08",1000000,,1000000,150.00,
"472287472_0","08",1000000,,1000000,150.00,
"472287473_0","08",1000000,,1000000,150.00,
"472287474_0","08",1000000,,1000000,150.00,
"472287475_0","08",1000000,,1000000,150.00,
"472287476_0","08",1000000,,1000000,150.00,
"472287477_0","08",1000000,,1000000,150.00,
"472287478_0","08",1000000,,1000000,150.00,
"472287479_0","08",1000000,,1000000,150.00,
"472287480_0","08",1000000,,1000000,150.00,
"472287481_0","08",1000000,,1000000,150.00,
"472287482_0","08",1000000,,1000000,150.00,
"472287483_0","08",1000000,,1000000,150.00,
"472287484_0","08",1000000,,1000000,150.00,
"472287485_0","08",1000000,,1000000,150.00,
"472287486_0","08",1000000,,1000000,150.00,
"472287487_0","08",1000000,,1000000,150.00,
"472287488_0","08",1000000,,1000000,150.00,
"472287489_0","08",1000000,,1000000,150.00,
"472287490_0","08",1000000,,1000000,150.00,
"472287491_0","08",1000000,,1000000,150.00,
"472287492_0","08",1000000,,1000000,150.00,
"472287493_0","08",1000000,,1000000,150.00,
"472287494_0","08",1000000,,1000000,150.00,
"472287495_0","08",1000000,,1000000,150.00,
"472287496_0","08",1000000,,1000000,150.00,
"472287497_0","08",1000000,,1000000,150.00,
"472287498_0","08",1000000,,1000000,150.00,
"472287499_0","08",1000000,,1000000,150.00,
"472287500_0","08",1000000,,1000000,150.00,
"472287501_0","08",1000000,,1000000,150.00,
"472287502_0","08",1000000,,1000000,150.00,
"472287503_0","08",1000000,,1000000,150.00,
"472287504_0","08",1000000,,1000000,150.00,
"472287505_0","08",1000000,,1000000,150.00,
"472287506_0","08",1000000,,1000000,150.00,
"472287507_0","08",1000000,,1000000,150.00,
"472287508_0","08",1000000,,1000000,150.00,
"472287509_0","08",1000000,,1000000,150.00,
"472287510_0","08",1000000,,1000000,150.00,
"472287511_0","08",1000000,,1000000,150.00,
"472287512_0","08",1000000,,1000000,150.00,
"472287513_0","08",1000000,,1000000,150.00,
"472287514_0","08",1000000,,1000000,150.00,
"472287515_0","08",1000000,,1000000,150.00,
"472287516_0","08",1000000,,1000000,150.00,
"472287517_0","08",1000000,,1000000,150.00,
"472287518_0","08",1000000,,1000000,150.00,
"472287519_0","08",1000000,,1000000,150.00,
"472287520_0","08",1000000,,1000000,150.00,
"472287521_0","08",1000000,,1000000,150.00,
"472287522_0","08",1000000,,1000000,150.00,
"472287523_0","08",1000000,,1000000,150.00,
"472287524_0","08",1000000,,1000000,150.00,
"472287525_0","08",1000000,,1000000,150.00,
"472287526_0","08",1000000,,1000000,150.00,
"472287527_0","08",1000000,,1000000,150.00,
"472287528_0","08",1000000,,1000000,150.00,
"472287529_0","08",1000000,,1000000,150.00,
"472287530_0","08",1000000,,1000000,150.00,
"472287531_0","08",1000000,,1000000,150.00,
"472287532_0","08",1000000,,1000000,150.00,
"472287533_0","08",1000000,,1000000,150.00,
"472287534_0","08",1000000,,1000000,150.00,
"472287535_0","08",1000000,,1000000,150.00,
"472287536_0","08",1000000,,1000000,150.00,
"472287537_0","08",1000000,,1000000,150.00,
"472287538_0","08",1000000,,1000000,150.00,
"472287539_0","08",1000000,,1000000,150.00,
"472287540_0","08",1000000,,1000000,150.00,
"472287541_0","08",1000000,,1000000,150.00,
"472287542_0","08",1000000,,1000000,150.00,
"472287543_0","08",1000000,,1000000,150.00,
"472287544_0","08",1000000,,1000000,150.00,
"472287545_0","08",1000000,,1000000,150.00,
"472287546_0","08",1000000,,1000000,150.00,
"472287547_0","08",1000000,,1000000,150.00,
"472287548_0","08",1000000,,1000000,150.00,
"472287549_0","08",1000000,,1000000,150.00,
"472287550_0","08",1000000,,1000000,150.00,
"472287551_0","08",1000000,,1000000,150.00,
"472287552_0","08",1000000,,1000000,150.00,
"472287553_0","08",1000000,,1000000,150.00,
"472287554_0","08",1000000,,1000000,150.00,
"472287555_0","08",1000000,,1000000,150.00,
"472287556_0","08",1000000,,1000000,150.00,
"472287557_0","08",1000000,,1000000,150.00,
"472287558_0","08",1000000,,1000000,150.00,
"472287559_0","08",1000000,,1000000,150.00,
"472287560_0","08",1000000,,1000000,150.00,
"472287561_0","08",1000000,,1000000,150.00,
"472287562_0","08",1000000,,1000000,150.00,
"472287563_0","08",1000000,,1000000,150.00,
"472287564_0","08",1000000,,1000000,150.00,
"472287565_0","08",1000000,,1000000,150.00,
"472287566_0","08",1000000,,1000000,150.00,
"472287567_0","08",1000000,,1000000,150.00,
"472287568_0","08",1000000,,1000000,150.00,
"472287569_0","08",1000000,,1000000,150.00,
"472287570_0","08",1000000,,1000000,150.00,
"472287571_0","08",1000000,,1000000,150.00,
"472287572_0","08",1000000,,1000000,150.00,
"472287573_0","08",1000000,,1000000,150.00,
"472287574_0","08",1000000,,1000000,150.00,
"472287575_0","08",1000000,,1000000,150.00,
"472287576_0","08",1000000,,1000000,150.00,
"472287577_0","08",1000000,,1000000,150.00,
"472287578_0","08",1000000,,1000000,150.00,
"472287579_0","08",1000000,,1000000,150.00,
"472287580_0","08",1000000,,1000000,150.00,
"472287581_0","08",1000000,,1000000,150.00,
"472287582_0","08",1000000,,1000000,150.00,
"472287583_0","08",1000000,,1000000,150.00,
"472287584_0","08",1000000,,1000000,150.00,
"472287585_0","08",1000000,,1000000,150.00,
"472287586_0","08",1000000,,1000000,150.00,
"472287587_0","08",1000000,,1000000,150.00,
"472287588_0","08",1000000,,1000000,150.00,
"472287589_0","08",1000000,,1000000,150.00,
"472287590_0","08",1000000,,1000000,150.00,
"472287591_0","08",1000000,,1000000,150.00,
"472287592_0","08",1000000,,1000000,150.00,
"472287593_0","08",1000000,,1000000,150.00,
"472287594_0","08",1000000,,1000000,150.00,
"472287595_0","08",1000000,,1000000,150.00,
"472287596_0","08",1000000,,1000000,150.00,
"472287597_0","08",1000000,,1000000,150.00,
"472287598_0","08",1000000,,1000000,150.00,
"472287599_0","08",1000000,,1000000,150.00,
"472287600_0","08",1000000,,1000000,150.00,
"472287601_0","08",1000000,,1000000,150.00,
"472287602_0","08",1000000,,1000000,150.00,
"472287603_0","08",1000000,,1000000,150.00,
"472287604_0","08",1000000,,1000000,150.00,
"472287605_0","08",1000000,,1000000,150.00,
"472287606_0","08",1000000,,1000000,150.00,
"472287607_0","08",1000000,,1000000,150.00,
"472287608_0","08",1000000,,1000000,150.00,
"472287609_0","08",1000000,,1000000,150.00,
"472287610_0","08",1000000,,1000000,150.00,
"472287611_0","08",1000000,,1000000,150.00,
"472287612_0","08",1000000,,1000000,150.00,
"472287613_0","08",1000000,,1000000,150.00,
"472287614_0","08",1000000,,1000000,150.00,
"472287615_0","08",1000000,,1000000,150.00,
"472287616_0","08",1000000,,1000000,150.00,
"472287617_0","08",1000000,,1000000,150.00,
"472287618_0","08",1000000,,1000000,150.00,
"472287619_0","08",1000000,,1000000,150.00,
"472287620_0","08",1000000,,1000000,150.00,
"472287621_0","08",1000000,,1000000,150.00,
"472287622_0","08",1000000,,1000000,150.00,
"472287623_0","08",1000000,,1000000,150.00,
"472287624_0","08",1000000,,1000000,150.00,
"472287625_0","08",1000000,,1000000,150.00,
"472287626_0","08",1000000,,1000000,150.00,
"472287627_0","08",1000000,,1000000,150.00,
"472287628_0","08",1000000,,1000000,150.00,
"472287629_0","08",1000000,,1000000,150.00,
"472287630_0","08",1000000,,1000000,150.00,
"472287631_0","08",1000000,,1000000,150.00,
"472287632_0","08",1000000,,1000000,150.00,
"472287633_0","08",1000000,,1000000,150.00,
"472287635_0","08",1000000,,1000000,150.00,
"472287636_0","08",1000000,,1000000,150.00,
"472287637_0","08",1000000,,1000000,150.00,
"472287638_0","08",1000000,,1000000,150.00,
"472287639_0","08",1000000,,1000000,150.00,
"472287640_0","08",1000000,,1000000,150.00,
"472287641_0","08",1000000,,1000000,150.00,
"472287642_0","08",1000000,,1000000,150.00,
"472287643_0","08",1000000,,1000000,150.00,
"472287644_0","08",1000000,,1000000,150.00,
"472287645_0","08",1000000,,1000000,150.00,
"472287646_0","08",1000000,,1000000,150.00,
"472287647_0","08",1000000,,1000000,150.00,
"472287648_0","08",1000000,,1000000,150.00,
"472287649_0","08",1000000,,1000000,150.00,
"472287650_0","08",1000000,,1000000,150.00,
"472287651_0","08",1000000,,1000000,150.00,
"472287652_0","08",1000000,,1000000,150.00,
"472287653_0","08",1000000,,1000000,150.00,
"472287654_0","08",1000000,,1000000,150.00,
"472287655_0","08",1000000,,1000000,150.00,
"472287656_0","08",1000000,,1000000,150.00,
"472287657_0","08",1000000,,1000000,150.00,
"472287658_0","08",1000000,,1000000,150.00,
"472287659_0","08",1000000,,1000000,150.00,
"472287660_0","08",1000000,,1000000,150.00,
"472287661_0","08",1000000,,1000000,150.00,
"472287662_0","08",1000000,,1000000,150.00,
"472287663_0","08",1000000,,1000000,150.00,
"472287664_0","08",1000000,,1000000,150.00,
"472287665_0","08",1000000,,1000000,150.00,
"472287666_0","08",1000000,,1000000,150.00,
"472287667_0","08",1000000,,1000000,150.00,
"472287668_0","08",1000000,,1000000,150.00,
"472287669_0","08",1000000,,1000000,150.00,
"472287670_0","08",1000000,,1000000,150.00,
"472287671_0","08",1000000,,1000000,150.00,
"472287672_0","08",1000000,,1000000,150.00,
"472287673_0","08",1000000,,1000000,150.00,
"472287674_0","08",1000000,,1000000,150.00,
"472287675_0","08",1000000,,1000000,150.00,
"472287676_0","08",1000000,,1000000,150.00,
"472287677_0","08",1000000,,1000000,150.00,
"472287678_0","08",1000000,,1000000,150.00,
"472287679_0","08",1000000,,1000000,150.00,
"472287680_0","08",1000000,,1000000,150.00,
"472287681_0","08",1000000,,1000000,150.00,
"472287682_0","08",1000000,,1000000,150.00,
"472287683_0","08",1000000,,1000000,150.00,
"472287684_0","08",1000000,,1000000,150.00,
"472287685_0","08",1000000,,1000000,150.00,
"472287686_0","08",1000000,,1000000,150.00,
"472287687_0","08",1000000,,1000000,150.00,
"472287688_0","08",1000000,,1000000,150.00,
"472287689_0","08",1000000,,1000000,150.00,
"472287690_0","08",1000000,,1000000,150.00,
"472287691_0","08",1000000,,1000000,150.00,
"472287692_0","08",1000000,,1000000,150.00,
"472287693_0","08",1000000,,1000000,150.00,
"472287694_0","08",1000000,,1000000,150.00,
"472287695_0","08",1000000,,1000000,150.00,
"472287696_0","08",1000000,,1000000,150.00,
"472287697_0","08",1000000,,1000000,150.00,
"472287698_0","08",1000000,,1000000,150.00,
"472287699_0","08",1000000,,1000000,150.00,
"472287700_0","08",1000000,,1000000,150.00,
"472287701_0","08",1000000,,1000000,150.00,
"472287702_0","08",1000000,,1000000,150.00,
"472287703_0","08",1000000,,1000000,150.00,
"472287704_0","08",1000000,,1000000,150.00,
"472287705_0","08",1000000,,1000000,150.00,
"472287706_0","08",1000000,,1000000,150.00,
"472287707_0","08",1000000,,1000000,150.00,
"472287708_0","08",1000000,,1000000,150.00,
"472287709_0","08",1000000,,1000000,150.00,
"472287710_0","08",1000000,,1000000,150.00,
"472287711_0","08",1000000,,1000000,150.00,
"472287712_0","08",1000000,,1000000,150.00,
"472287713_0","08",1000000,,1000000,150.00,
"472287714_0","08",1000000,,1000000,150.00,
"472287715_0","08",1000000,,1000000,150.00,
"472287716_0","08",1000000,,1000000,150.00,
"472287717_0","08",1000000,,1000000,150.00,
"472287718_0","08",1000000,,1000000,150.00,
"472287719_0","08",1000000,,1000000,150.00,
"472287720_0","08",1000000,,1000000,150.00,
"472287721_0","08",1000000,,1000000,150.00,
"472287722_0","08",1000000,,1000000,150.00,
"472287723_0","08",1000000,,1000000,150.00,
"472287724_0","08",1000000,,1000000,150.00,
"472287725_0","08",1000000,,1000000,150.00,
"472287726_0","08",1000000,,1000000,150.00,
"472287727_0","08",1000000,,1000000,150.00,
"472287728_0","08",1000000,,1000000,150.00,
"472287729_0","08",1000000,,1000000,150.00,
"472287730_0","08",1000000,,1000000,150.00,
"472287731_0","08",1000000,,1000000,150.00,
"472287732_0","08",1000000,,1000000,150.00,
"472287733_0","08",1000000,,1000000,150.00,
"472287734_0","08",1000000,,1000000,150.00,
"472287735_0","08",1000000,,1000000,150.00,
"472287736_0","08",1000000,,1000000,150.00,
"472287737_0","08",1000000,,1000000,150.00,
"472287738_0","08",1000000,,1000000,150.00,
"472287739_0","08",1000000,,1000000,150.00,
"472287740_0","08",1000000,,1000000,150.00,
"472287742_0","08",1000000,,1000000,150.00,
"472287743_0","08",1000000,,1000000,150.00,
"472287744_0","08",1000000,,1000000,150.00,
"472287745_0","08",1000000,,1000000,150.00,
"472287746_0","08",1000000,,1000000,150.00,
"472287747_0","08",1000000,,1000000,150.00,
"472287748_0","08",1000000,,1000000,150.00,
"472287749_0","08",1000000,,1000000,150.00,
"472287750_0","08",1000000,,1000000,150.00,
"472287751_0","08",1000000,,1000000,150.00,
"472287752_0","08",1000000,,1000000,150.00,
"472287753_0","08",1000000,,1000000,150.00,
"472287754_0","08",1000000,,1000000,150.00,
"472287755_0","08",1000000,,1000000,150.00,
"472287756_0","08",1000000,,1000000,150.00,
"472287757_0","08",1000000,,1000000,150.00,
"472287758_0","08",1000000,,1000000,150.00,
"472287759_0","08",1000000,,1000000,150.00,
"472287760_0","08",1000000,,1000000,150.00,
"472287761_0","08",1000000,,1000000,150.00,
"472287762_0","08",1000000,,1000000,150.00,
"472287763_0","08",1000000,,1000000,150.00,
"472287764_0","08",1000000,,1000000,150.00,
"472287765_0","08",1000000,,1000000,150.00,
"472287766_0","08",1000000,,1000000,150.00,
"472287767_0","08",1000000,,1000000,150.00,
"472287768_0","08",1000000,,1000000,150.00,
"472287769_0","08",1000000,,1000000,150.00,
"472287770_0","08",1000000,,1000000,150.00,
"472287771_0","08",1000000,,1000000,150.00,
"472287772_0","08",1000000,,1000000,150.00,
"472287773_0","08",1000000,,1000000,150.00,
"472287774_0","08",1000000,,1000000,150.00,
"472287775_0","08",1000000,,1000000,150.00,
"472287776_0","08",1000000,,1000000,150.00,
"472287777_0","08",1000000,,1000000,150.00,
"472287778_0","08",1000000,,1000000,150.00,
"472287779_0","08",1000000,,1000000,150.00,
"472287780_0","08",1000000,,1000000,150.00,
"472287781_0","08",1000000,,1000000,150.00,
"472287782_0","08",1000000,,1000000,150.00,
"472287783_0","08",1000000,,1000000,150.00,
"472287784_0","08",1000000,,1000000,150.00,
"472287785_0","08",1000000,,1000000,150.00,
"472287786_0","08",1000000,,1000000,150.00,
"472287787_0","08",1000000,,1000000,150.00,
"472287788_0","08",1000000,,1000000,150.00,
"472287789_0","08",1000000,,1000000,150.00,
"472287790_0","08",1000000,,1000000,150.00,
"472287791_0","08",1000000,,1000000,150.00,
"472287792_0","08",1000000,,1000000,150.00,
"472287793_0","08",1000000,,1000000,150.00,
"472287794_0","08",1000000,,1000000,150.00,
"472287795_0","08",1000000,,1000000,150.00,
"472287796_0","08",1000000,,1000000,150.00,
"472287797_0","08",1000000,,1000000,150.00,
"472287798_0","08",1000000,,1000000,150.00,
"472287799_0","08",1000000,,1000000,150.00,
"472287800_0","08",1000000,,1000000,150.00,
"472287801_0","08",1000000,,1000000,150.00,
"472287802_0","08",1000000,,1000000,150.00,
"472287803_0","08",1000000,,1000000,150.00,
"472287804_0","08",1000000,,1000000,150.00,
"472287805_0","08",1000000,,1000000,150.00,
"472287806_0","08",1000000,,1000000,150.00,
"472287807_0","08",1000000,,1000000,150.00,
"472287808_0","08",1000000,,1000000,150.00,
"472287809_0","08",1000000,,1000000,150.00,
"472287810_0","08",1000000,,1000000,150.00,
"472287811_0","08",1000000,,1000000,150.00,
"472287812_0","08",1000000,,1000000,150.00,
"472287813_0","08",1000000,,1000000,150.00,
"472287814_0","08",1000000,,1000000,150.00,
"472287815_0","08",1000000,,1000000,150.00,
"472287816_0","08",1000000,,1000000,150.00,
"472287817_0","08",1000000,,1000000,150.00,
"472287818_0","08",1000000,,1000000,150.00,
"472287819_0","08",1000000,,1000000,150.00,
"472287820_0","08",1000000,,1000000,150.00,
"472287821_0","08",1000000,,1000000,150.00,
"472287822_0","08",1000000,,1000000,150.00,
"472287823_0","08",1000000,,1000000,150.00,
"472287824_0","08",1000000,,1000000,150.00,
"472287825_0","08",1000000,,1000000,150.00,
"472287826_0","08",1000000,,1000000,150.00,
"472287827_0","08",1000000,,1000000,150.00,
"472287828_0","08",1000000,,1000000,150.00,
"472287829_0","08",1000000,,1000000,150.00,
"472287830_0","08",1000000,,1000000,150.00,
"472287831_0","08",1000000,,1000000,150.00,
"472287832_0","08",1000000,,1000000,150.00,
"472287833_0","08",1000000,,1000000,150.00,
"472287834_0","08",1000000,,1000000,150.00,
"472287835_0","08",1000000,,1000000,150.00,
"472287836_0","08",1000000,,1000000,150.00,
"472287837_0","08",1000000,,1000000,150.00,
"472287838_0","08",1000000,,1000000,150.00,
"472287839_0","08",1000000,,1000000,150.00,
"472287840_0","08",1000000,,1000000,150.00,
"472287841_0","08",1000000,,1000000,150.00,
"472287842_0","08",1000000,,1000000,150.00,
"472287843_0","08",1000000,,1000000,150.00,
"472287844_0","08",1000000,,1000000,150.00,
"472287845_0","08",1000000,,1000000,150.00,
"472287846_0","08",1000000,,1000000,150.00,
"472287847_0","08",1000000,,1000000,150.00,
"472287848_0","08",1000000,,1000000,150.00,
"472287849_0","08",1000000,,1000000,150.00,
"472287850_0","08",1000000,,1000000,150.00,
"472287851_0","08",1000000,,1000000,150.00,
"472287852_0","08",1000000,,1000000,150.00,
"472287853_0","08",1000000,,1000000,150.00,
"472287854_0","08",1000000,,1000000,150.00,
"472287855_0","08",1000000,,1000000,150.00,
"472287856_0","08",1000000,,1000000,150.00,
"472287857_0","08",1000000,,1000000,150.00,
"472287858_0","08",1000000,,1000000,150.00,
"472287859_0","08",1000000,,1000000,150.00,
"472287860_0","08",1000000,,1000000,150.00,
"472287861_0","08",1000000,,1000000,150.00,
"472287862_0","08",1000000,,1000000,150.00,
"472287863_0","08",1000000,,1000000,150.00,
"472287864_0","08",1000000,,1000000,150.00,
"472287865_0","08",1000000,,1000000,150.00,
"472287866_0","08",1000000,,1000000,150.00,
"472287867_0","08",1000000,,1000000,150.00,
"472287868_0","08",1000000,,1000000,150.00,
"472287869_0","08",1000000,,1000000,150.00,
"472287870_0","08",1000000,,1000000,150.00,
"472287871_0","08",1000000,,1000000,150.00,
"472287872_0","08",1000000,,1000000,150.00,
"472287873_0","08",1000000,,1000000,150.00,
"472287874_0","08",1000000,,1000000,150.00,
"472287875_0","08",1000000,,1000000,150.00,
"472287876_0","08",1000000,,1000000,150.00,
"472287877_0","08",1000000,,1000000,150.00,
"472287878_0","08",1000000,,1000000,150.00,
"472287879_0","08",1000000,,1000000,150.00,
"472287880_0","08",1000000,,1000000,150.00,
"472287881_0","08",1000000,,1000000,150.00,
"472287882_0","08",1000000,,1000000,150.00,
"472287883_0","08",1000000,,1000000,150.00,
"472287884_0","08",1000000,,1000000,150.00,
"472287885_0","08",1000000,,1000000,150.00,
"472287886_0","08",1000000,,1000000,150.00,
"472287887_0","08",1000000,,1000000,150.00,
"472287888_0","08",1000000,,1000000,150.00,
"472287889_0","08",1000000,,1000000,150.00,
"472287890_0","08",1000000,,1000000,150.00,
"472287891_0","08",1000000,,1000000,150.00,
"472287892_0","08",1000000,,1000000,150.00,
"472287893_0","08",1000000,,1000000,150.00,
"472287894_0","08",1000000,,1000000,150.00,
"472287895_0","08",1000000,,1000000,150.00,
"472287896_0","08",1000000,,1000000,150.00,
"472287897_0","08",1000000,,1000000,150.00,
"472287898_0","08",1000000,,1000000,150.00,
"472287899_0","08",1000000,,1000000,150.00,
"472287900_0","08",1000000,,1000000,150.00,
"472287901_0","08",1000000,,1000000,150.00,
"472287902_0","08",1000000,,1000000,150.00,
"472287903_0","08",1000000,,1000000,150.00,
"472287904_0","08",1000000,,1000000,150.00,
"472287905_0","08",1000000,,1000000,150.00,
"472287906_0","08",1000000,,1000000,150.00,
"472287907_0","08",1000000,,1000000,150.00,
"472287908_0","08",1000000,,1000000,150.00,
"472287909_0","08",1000000,,1000000,150.00,
"472287910_0","08",1000000,,1000000,150.00,
"472287911_0","08",1000000,,1000000,150.00,
"472287912_0","08",1000000,,1000000,150.00,
"472287913_0","08",1000000,,1000000,150.00,
"472287914_0","08",1000000,,1000000,150.00,
"472287915_0","08",1000000,,1000000,150.00,
"472287916_0","08",1000000,,1000000,150.00,
"472287917_0","08",1000000,,1000000,150.00,
"472287918_0","08",1000000,,1000000,150.00,
"472287919_0","08",1000000,,1000000,150.00,
"472287920_0","08",1000000,,1000000,150.00,
"472287921_0","08",1000000,,1000000,150.00,
"472287922_0","08",1000000,,1000000,150.00,
"472287923_0","08",1000000,,1000000,150.00,
"472287924_0","08",1000000,,1000000,150.00,
"472287925_0","08",1000000,,1000000,150.00,
"472287926_0","08",1000000,,1000000,150.00,
"472287927_0","08",1000000,,1000000,150.00,
"472287928_0","08",1000000,,1000000,150.00,
"472287929_0","08",1000000,,1000000,150.00,
"472287930_0","08",1000000,,1000000,150.00,
"472287931_0","08",1000000,,1000000,150.00,
"472287932_0","08",1000000,,1000000,150.00,
"472287933_0","08",1000000,,1000000,150.00,
"472287934_0","08",1000000,,1000000,150.00,
"472287935_0","08",1000000,,1000000,150.00,
"472287936_0","08",1000000,,1000000,150.00,
"472287937_0","08",1000000,,1000000,150.00,
"472287938_0","08",1000000,,1000000,150.00,
"472287939_0","08",1000000,,1000000,150.00,
"472287940_0","08",1000000,,1000000,150.00,
"472287941_0","08",1000000,,1000000,150.00,
"472287942_0","08",1000000,,1000000,150.00,
"472287943_0","08",1000000,,1000000,150.00,
"472287944_0","08",1000000,,1000000,150.00,
"472287945_0","08",1000000,,1000000,150.00,
"472287946_0","08",1000000,,1000000,150.00,
"472287947_0","08",1000000,,1000000,150.00,
"472287948_0","08",1000000,,1000000,150.00,
"472287949_0","08",1000000,,1000000,150.00,
"472287950_0","08",1000000,,1000000,150.00,
"472287951_0","08",1000000,,1000000,150.00,
"472287952_0","08",1000000,,1000000,150.00,
"472287953_0","08",1000000,,1000000,150.00,
"472287954_0","08",1000000,,1000000,150.00,
"472287955_0","08",1000000,,1000000,150.00,
"472287956_0","08",1000000,,1000000,150.00,
"472287957_0","08",1000000,,1000000,150.00,
"472287958_0","08",1000000,,1000000,150.00,
"472287959_0","08",1000000,,1000000,150.00,
"472287960_0","08",1000000,,1000000,150.00,
"472287961_0","08",1000000,,1000000,150.00,
"472287962_0","08",1000000,,1000000,150.00,
"472287963_0","08",1000000,,1000000,150.00,
"472287964_0","08",1000000,,1000000,150.00,
"472287965_0","08",1000000,,1000000,150.00,
"472287966_0","08",1000000,,1000000,150.00,
"472287967_0","08",1000000,,1000000,150.00,
"472287968_0","08",1000000,,1000000,150.00,
"472287969_0","08",1000000,,1000000,150.00,
"472287970_0","08",1000000,,1000000,150.00,
"472287971_0","08",1000000,,1000000,150.00,
"472287972_0","08",1000000,,1000000,150.00,
"472287973_0","08",1000000,,1000000,150.00,
"472287974_0","08",1000000,,1000000,150.00,
"472287975_0","08",1000000,,1000000,150.00,
"472287976_0","08",1000000,,1000000,150.00,
"472287977_0","08",1000000,,1000000,150.00,
"472287978_0","08",1000000,,1000000,150.00,
"472287979_0","08",1000000,,1000000,150.00,
"472287980_0","08",1000000,,1000000,150.00,
"472287981_0","08",1000000,,1000000,150.00,
"472287982_0","08",1000000,,1000000,150.00,
"472287983_0","08",1000000,,1000000,150.00,
"472287984_0","08",1000000,,1000000,150.00,
"472287985_0","08",1000000,,1000000,150.00,
"472287986_0","08",1000000,,1000000,150.00,
"472287987_0","08",1000000,,1000000,150.00,
"472287988_0","08",1000000,,1000000,150.00,
"472287989_0","08",1000000,,1000000,150.00,
"472287990_0","08",1000000,,1000000,150.00,
"472287991_0","08",1000000,,1000000,150.00,
"472287992_0","08",1000000,,1000000,150.00,
"472287993_0","08",1000000,,1000000,150.00,
"472287994_0","08",1000000,,1000000,150.00,
"472287995_0","08",1000000,,1000000,150.00,
"472287996_0","08",1000000,,1000000,150.00,
"472287997_0","08",1000000,,1000000,150.00,
"472287998_0","08",1000000,,1000000,150.00,
"472287999_0","08",1000000,,1000000,150.00,
"472288001_0","08",1000000,,1000000,150.00,
"472288002_0","08",1000000,,1000000,150.00,
"472288003_0","08",1000000,,1000000,150.00,
"472288004_0","08",1000000,,1000000,150.00,
"472288005_0","08",1000000,,1000000,150.00,
"472288006_0","08",1000000,,1000000,150.00,
"472288007_0","08",1000000,,1000000,150.00,
"472288008_0","08",1000000,,1000000,150.00,
"472288009_0","08",1000000,,1000000,150.00,
"472288010_0","08",1000000,,1000000,150.00,
"472288011_0","08",1000000,,1000000,150.00,
"472288012_0","08",1000000,,1000000,150.00,
"472288013_0","08",1000000,,1000000,150.00,
"472288014_0","08",1000000,,1000000,150.00,
"472288015_0","08",1000000,,1000000,150.00,
"472288016_0","08",1000000,,1000000,150.00,
"472288017_0","08",1000000,,1000000,150.00,
"472288018_0","08",1000000,,1000000,150.00,
"472288019_0","08",1000000,,1000000,150.00,
"472288020_0","08",1000000,,1000000,150.00,
"472288021_0","08",1000000,,1000000,150.00,
"472288022_0","08",1000000,,1000000,150.00,
"472288023_0","08",1000000,,1000000,150.00,
"472288024_0","08",1000000,,1000000,150.00,
"472288025_0","08",1000000,,1000000,150.00,
"472288026_0","08",1000000,,1000000,150.00,
"472288027_0","08",1000000,,1000000,150.00,
"472288028_0","08",1000000,,1000000,150.00,
"472288029_0","08",1000000,,1000000,150.00,
"472288030_0","08",1000000,,1000000,150.00,
"472288031_0","08",1000000,,1000000,150.00,
"472288032_0","08",1000000,,1000000,150.00,
"472288033_0","08",1000000,,1000000,150.00,
"472288034_0","08",1000000,,1000000,150.00,
"472288035_0","08",1000000,,1000000,150.00,
"472288036_0","08",1000000,,1000000,150.00,
"472288037_0","08",1000000,,1000000,150.00,
"472288038_0","08",1000000,,1000000,150.00,
"472288039_0","08",1000000,,1000000,150.00,
"472288040_0","08",1000000,,1000000,150.00,
"472288041_0","08",1000000,,1000000,150.00,
"472288042_0","08",1000000,,1000000,150.00,
"472288043_0","08",1000000,,1000000,150.00,
"472288044_0","08",1000000,,1000000,150.00,
"472288045_0","08",1000000,,1000000,150.00,
"472288046_0","08",1000000,,1000000,150.00,
"472288047_0","08",1000000,,1000000,150.00,
